Class,Text
5,"How can I make a link look like a button on my web page.? I want my regular HTML hyperlinks to look and behave like a button. I know CSS does it, but I can't seem to find the right settings. Try this! apply this class to the link\n\n.button {\nfont: bold 11px Arial;\ntext-decoration: none;\nbackground-color: #EEEEEE;\ncolor: #333333;\npadding: 2px 6px 2px 6px;\nborder-top: 1px solid #CCCCCC;\nborder-right: 1px solid #333333;\nborder-bottom: 1px solid #333333;\nborder-left: 1px solid #CCCCCC;\n}"
8,
8,
10,
3,"Why do people come to the EMERGENCY ROOM expecting IMMEDIATE SERVICE and INSTANT RELIEF? Half the people that come to my ER have NON-EMERGENT complaints and the half that do, think they should be treated as if they're dying. Most people don't know what pain is. They think that life can exist with NO PAIN and NO SICKNESS. They think just because they're being seen by a Physician that there should be some kind of INSTANT DIAGNOSIS with a MAGICAL PILL that make all their pain and weakness go away. REALITY CHECK!! There's no such thing. With the happiness and joy that life brings there is also sometimes PAIN and SADNESS. It's unavoidable. When you come to the ER, don't expect MCDONALD'S drive-thru style service with %100 CUSTOMER SATISFACTION. When someone goes to the Emergency Room it's usually because they have never felt so sick. Or had such pain before. They hope they can be treated right away because it is scarey to feel so bad and they don't want it to get worse. If you can't be understanding and caring to these people then find another job. You don't seem to be the type that has deep enough feelings for somenoe else."
5,"I have written a freeware application, how can i make it popular? Also can you give me some sites where I can host it? broadcast it to sites like tucows.com, fileplanet.com or download.com; also use usenet binaries, ect to host."
2,"If you waste five minutes of your life, what percent of your life are you really wasting? Assuming the average life span is 70 years. my idea\n \n70(years) * 365(days) * 6(hours in day) * 60(minute)\n\n=> 25% of my life is wasting\nbecause\nI does sleeping 8h in day that 5-6h was better.\nI does eating 2h in day that .5h was better.\n.\n.\n."
6,"Dan Greenhalgh was drafted in the 24th round by the Phillies in 1971.  Did he ever play professional baseball? Greenhalgh was drafted as a pitcher from Folsom High School in Folsom, Texas as the 548th pick in the 1971 June draft.  This much I know is true.  He is currently, alledgedly, a pro baseball scout.  There is no record of him having ever played for the Phillies according to their media guide, I can find no major league stats for him anywhere and I have not located a baseball card for him.  He is dating my sister and claims he played in the majors for 7 years, mostly with the Giants.  I think he is a fraud, but perhaps he at least spent some time in the minors or, though unlikely, maybe I just haven't looked in the right places.  Anyone who can provide me some answers would do me a great service and might just prevent a relationship disaster from happening. Baseball_Reference.com lists every major league player that has appeared in a game, and does not list Greenhalgh. (It essentially replaced the old Baseball Encyclopedia.)\n\nIf his claim is that he was a professional player, that is certainly possible, since minor league players are professionals, and you know he was drafted.   He may also have been a coach or instructor of some kind.  There are no good complete sources listing minor league players or coaches, or even scouts.  Much baseball scouting is done by people who are essentially amateurs, who receive a commision for refering good prospects if they find one."
7,"Does Az have a law against colored headlights on a car? I have a 1994 Honda Civic coupe that has Nokya artic purple pro halogen headlights in it.  I was pulled over last night and told by 2 officers that they were illegal and I needed to replace them.  Is their a law against having them? Yes. ""A person shall not operate a motor vehicle with a colored transparent or translucent substance or material installed, affixed or applied on or in front of the head lamps, the auxiliary driving lamp or the auxiliary passing lamp or combinations of the head lamps, driving lamp or passing lamp that would obstruct, reduce or interfere with the visibility or effectiveness of the head lamps or that would change the color of light emitted. This paragraph does not prohibit the placement of clear transparent material mounted in front of the head lamps, fog lamps or auxiliary driving lamps."""
7,
1,"How can we improve our moral standards in the USA?? Many analysts think that our moral standards, especially amonst the young is going downhill. What should we do to improve our image?? Push the religious ""right"" out of power and influence.  Those who cry the loudest about moral values or family values seem to be the least moral of all.\n\nThose who seek to push their beliefs on others are neither moral or right (i.e. conservative).  \n\nWe improve the true moral character of our leaders our image will follow."
5,"I have bought a new laptop ...it is wifi compliant!what sort of card should i buy to have wireless experience? Can anyone let me know the name of company and cost of card in euros !! Are you saying that the laptop does not already have a wireless card in it.  Most new laptops sold are already equipped with 802.11g (aka 54g) wireless cards.  I would check your manual or specs to make sure that it doesn't already have a card in it.  If it doesn't read on.\n\nIf you want to use WiFi in your home then you will need a router.  My personal favorite is anything by Netgear but any basic WiFi router should serve your needs.\n\nAs I said above if your laptop doesn't already have a WiFi card, then you will need to get a PCMCIA or USB wireless adapter.\n\nI would bet though, that the new laptop does already have a WiFi adapter in it."
